Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
29.04.2024,월,06:36,06:39,00:03,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
29.04.2024,월,06:39,06:42,00:03,"요구르트 준비, 먹기, 처리 등",,,,,,
29.04.2024,월,06:42,06:52,00:10,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
29.04.2024,월,06:52,06:54,00:02,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
29.04.2024,월,06:54,06:56,00:02,간식,식사,간식,,,,
29.04.2024,월,06:56,07:15,00:19,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
29.04.2024,월,07:15,07:18,00:03,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,07:18,07:30,00:12,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,07:30,07:47,00:17,책 황제의 새 마음 (로저 펜로즈; 박승수),,,,,,
29.04.2024,월,07:47,07:51,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,07:51,08:14,00:23,책 황제의 새 마음 (로저 펜로즈; 박승수),,,,,,
29.04.2024,월,08:14,08:16,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,08:16,08:25,00:09,책 황제의 새 마음 (로저 펜로즈; 박승수),,,,,,
29.04.2024,월,08:25,08:29,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,08:29,08:41,00:12,책 황제의 새 마음 (로저 펜로즈; 박승수),,,,,,
29.04.2024,월,08:41,08:52,00:11,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,08:52,08:55,00:03,"반도체공학I (김규태 교수님) 수강, 수험, 대기 등",,,,,,
29.04.2024,월,08:55,09:09,00:14,책 황제의 새 마음 (로저 펜로즈; 박승수),,,,,,
29.04.2024,월,09:09,10:16,01:07,"반도체공학I (김규태 교수님) 수강, 수험, 대기 등",,,,,,
29.04.2024,월,10:16,10:27,00:11,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,10:27,10:29,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,10:29,10:31,00:02,"차 마시기, 준비",,,,,,
29.04.2024,월,10:31,10:32,00:01,"사물함 관련 행정, 정리 등",,,,,,
29.04.2024,월,10:32,10:34,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,10:34,10:37,00:03,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
29.04.2024,월,10:37,10:38,00:01,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,10:38,10:58,00:20,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,10:58,11:02,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,11:02,11:06,00:04,노트북 환경 구축 관리 등,,,,,문기옥,
29.04.2024,월,11:06,11:40,00:34,PSAT_입법 언어논리 공부,,,,,,
29.04.2024,월,11:40,11:45,00:05,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,11:45,12:22,00:37,PSAT_입법 언어논리 공부,,,,,,
29.04.2024,월,12:22,12:27,00:05,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,12:27,12:28,00:01,PSAT_입법 언어논리 공부,,,,,,
29.04.2024,월,12:28,12:38,00:10,도서 책 정보 수집 및 구입 대출 등,정보,"책 정보 수집, 구입, 대출 등",,,,
29.04.2024,월,12:38,12:48,00:10,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,12:48,13:09,00:21,PSAT_입법 언어논리 공부,,,,,,
29.04.2024,월,13:09,13:15,00:06,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
29.04.2024,월,13:15,13:18,00:03,시험 법학적성시험 LEET 추리논증 공부,,,,,문기옥,
29.04.2024,월,13:18,13:24,00:06,채점 등 행정,,,,,,
29.04.2024,월,13:24,13:28,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,13:28,13:47,00:19,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
29.04.2024,월,13:47,13:49,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,13:49,13:56,00:07,양치질,생활,양치질,,,,
29.04.2024,월,13:56,13:57,00:01,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,13:57,13:59,00:02,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,13:59,14:01,00:02,가글 등,,,,,,
29.04.2024,월,14:01,14:05,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,14:05,14:38,00:33,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,14:38,14:42,00:04,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,14:42,14:45,00:03,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,14:45,14:48,00:03,노트북 환경 구축 관리 등,,,,,문기옥,
29.04.2024,월,14:48,15:40,00:52,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,15:40,16:53,01:13,나무 위키 서핑,,,,,,
29.04.2024,월,16:53,16:55,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,16:55,16:56,00:01,화장실,생활,화장실,,,,
29.04.2024,월,16:56,16:59,00:03,도서 책 정보 수집 및 구입 대출 등,정보,"책 정보 수집, 구입, 대출 등",,,,
29.04.2024,월,16:59,17:01,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:01,17:04,00:03,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
29.04.2024,월,17:04,17:05,00:01,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,17:05,17:06,00:01,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
29.04.2024,월,17:06,17:08,00:02,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:08,17:10,00:02,"사물함 관련 행정, 정리 등",,,,,,
29.04.2024,월,17:10,17:14,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:14,17:23,00:09,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,17:23,17:31,00:08,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:31,17:42,00:11,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,17:42,17:47,00:05,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:47,17:55,00:08,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,17:55,17:58,00:03,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,17:58,18:16,00:18,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,18:16,18:19,00:03,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,18:19,18:26,00:07,인터넷 커뮤니티 고파스 서핑,,,,,,
29.04.2024,월,18:26,18:42,00:16,인터넷 커뮤니티 디시인사이드 실시간 베스트 갤러리 서핑,,,,,,
29.04.2024,월,18:42,18:46,00:04,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,18:46,18:48,00:02,화장실,생활,화장실,,,,
29.04.2024,월,18:48,19:06,00:18,"이동 준비, 이동 등",생활,이동,,,,
29.04.2024,월,19:06,19:20,00:14,통신사 관련 기타 행정,행정,통신사,,,,
29.04.2024,월,19:20,19:38,00:18,"이동 준비, 이동 등",생활,이동,,,,
Total,2,,,43:38,,,,,,,
